구분	프로젝트	파일	라인	멤버	호출_문맥	캡처_변수	실행_스레드	호출_시점	예외_전달	위험도	변경_방법
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	537	Drilling.UI.Menu.Menus.CMenuSetting.BuildInterfaceGroups(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW>)	rows              .Select(row => row.Type)              .Where	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	548	Drilling.UI.Menu.Menus.CMenuSetting.BuildHistoryItems(System.Collections.Generic.IReadOnlyList<Drilling.Common.Managers.ST_SETTING_HISTORY>)	history              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	559	Drilling.UI.Menu.Menus.CMenuSetting.BuildHistoryRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Managers.ST_SETTING_HISTORY>)	history              .Where	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	560	Drilling.UI.Menu.Menus.CMenuSetting.BuildHistoryRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Managers.ST_SETTING_HISTORY>)	history              .Where(item => !item.Action.Equals("SAVE", StringComparison.OrdinalIgnoreCase))              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	578	Drilling.UI.Menu.Menus.CMenuSetting.BuildSummaryRows(string, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW>, System.Collections.Generic.IReadOnlyList<Drilling.Common.Managers.ST_SETTING_HISTORY>)	interfaceRows.Count	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	579	Drilling.UI.Menu.Menus.CMenuSetting.BuildSummaryRows(string, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW>, System.Collections.Generic.IReadOnlyList<Drilling.Common.Managers.ST_SETTING_HISTORY>)	rows.Count	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	580	Drilling.UI.Menu.Menus.CMenuSetting.BuildSummaryRows(string, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW>, System.Collections.Generic.IReadOnlyList<Drilling.Common.Managers.ST_SETTING_HISTORY>)	history.FirstOrDefault	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	593	Drilling.UI.Menu.Menus.CMenuSetting.BuildInterfaceRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Interface.ST_INTERFACE_DATA>)	interfaces              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	594	Drilling.UI.Menu.Menus.CMenuSetting.BuildInterfaceRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Interface.ST_INTERFACE_DATA>)	interfaces              .OrderBy(item => item.Device)              .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	595	Drilling.UI.Menu.Menus.CMenuSetting.BuildInterfaceRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Interface.ST_INTERFACE_DATA>)	interfaces              .OrderBy(item => item.Device)              .ThenBy(item => item.Number)              .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	596	Drilling.UI.Menu.Menus.CMenuSetting.BuildInterfaceRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Interface.ST_INTERFACE_DATA>)	interfaces              .OrderBy(item => item.Device)              .ThenBy(item => item.Number)              .ThenBy(item => item.NickName, StringComparer.OrdinalIgnoreCase)              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	626	Drilling.UI.Menu.Menus.CMenuSetting.ToInterfaceData(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW>)	rows              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	641	Drilling.UI.Menu.Menus.CMenuSetting.ParseInterfaceType(string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	661	Drilling.UI.Menu.Menus.CMenuSetting.ParseDevice(string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	680	Drilling.UI.Menu.Menus.CMenuSetting.InterfaceTypeText(Drilling.Common.Interface.EN_INTERFACE_TYPE)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	700	Drilling.UI.Menu.Menus.CMenuSetting.DeviceText(Drilling.Common.Interface.EN_EQP_MODULE)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	734	Drilling.UI.Menu.Menus.CMenuSetting.ReadBool(string, string, string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	770	Drilling.UI.Menu.Menus.CMenuSetting.NormalizeGroup(string, System.Collections.Generic.IReadOnlyList<string>)	groups.Any	normalized	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	803	Drilling.UI.Menu.Menus.CMenuSetting.ToSection(string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	815	Drilling.UI.Menu.Menus.CMenuSetting.ToTabText(Drilling.Common.Managers.EN_SETTING_TAB)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	887	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.Value.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	912	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.IsVisionFlipOption.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	917	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.IsBoolean.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	919	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.UsesSelectionEditor.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	921	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.ValueOptions.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	928	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.OriginalValue.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	930	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.IsModified.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	932	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.ModifiedText.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	936	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.ValueState.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	946	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.ValueBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	946	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.ValueBrush.get	ArrowExpressionClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	953	Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW.ModifiedBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	978	Drilling.UI.Menu.Menus.ST_SETTING_HISTORY_ROW.AfterBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	978	Drilling.UI.Menu.Menus.ST_SETTING_HISTORY_ROW.AfterBrush.get	ArrowExpressionClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	990	Drilling.UI.Menu.Menus.ST_SETTING_SUMMARY_ROW.ValueBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	990	Drilling.UI.Menu.Menus.ST_SETTING_SUMMARY_ROW.ValueBrush.get	ArrowExpressionClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1084	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Type.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1085	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Type.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1090	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Device.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1091	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Device.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1096	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Number.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1097	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Number.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1102	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.NickName.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1103	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.NickName.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1108	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.SystemSection.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1109	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.SystemSection.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1114	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.AutoConnection.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1115	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.AutoConnection.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1120	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Simul.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1121	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Simul.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1126	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Arg1.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1127	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Arg1.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1132	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Arg2.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1133	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Arg2.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1138	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Arg3.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	1139	Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW.Arg3.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
